action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id,parent_molecule_chembl_id,molecule_chembl_id_molecule_table,atc_classifications,pref_name_molecule,canonical_smiles,standard_inchi,standard_inchi_key,parent_chembl_id,oral,parenteral,organism,target_type,pref_name_target,accession,component_id,protein_classifications,level_1,level_2,level_3,level_4,level_5,InChi_nostereo
AGONIST,Glucocorticoid receptor agonist,CHEMBL389621,CHEMBL2034,CHEMBL389621,CHEMBL389621,"['A07EA02', 'S01CB03', 'D07XA01', 'S01BA02', 'D07AA02', 'A01AC03', 'R01AD60', 'C05AA01', 'H02AB09', 'S02BA01']",HYDROCORTISONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",JYGXADMDTFJGBT-VWUMJDOOSA-N,CHEMBL389621,True,True,Homo sapiens,SINGLE PROTEIN,Glucocorticoid receptor,P04150,[371],[375],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 3'],['Nuclear hormone receptor subfamily 3 group C'],['Nuclear hormone receptor subfamily 3 group C member 1'],"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3"
AGONIST,Glucocorticoid receptor agonist,CHEMBL989,CHEMBL2034,CHEMBL989,CHEMBL989,"['S01BA15', 'S02BA08', 'D07AC04', 'C05AA10']",FLUOCINOLONE ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,"InChI=1S/C24H30F2O6/c1-20(2)31-19-9-13-14-8-16(25)15-7-12(28)5-6-21(15,3)23(14,26)17(29)10-22(13,4)24(19,32-20)18(30)11-27/h5-7,13-14,16-17,19,27,29H,8-11H2,1-4H3/t13-,14-,16-,17-,19+,21-,22-,23-,24+/m0/s1",FEBLZLNTKCEFIT-VSXGLTOVSA-N,CHEMBL989,False,True,Homo sapiens,SINGLE PROTEIN,Glucocorticoid receptor,P04150,[371],[375],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 3'],['Nuclear hormone receptor subfamily 3 group C'],['Nuclear hormone receptor subfamily 3 group C member 1'],"InChI=1S/C24H30F2O6/c1-20(2)31-19-9-13-14-8-16(25)15-7-12(28)5-6-21(15,3)23(14,26)17(29)10-22(13,4)24(19,32-20)18(30)11-27/h5-7,13-14,16-17,19,27,29H,8-11H2,1-4H3"
AGONIST,Kappa opioid receptor agonist,CHEMBL511142,CHEMBL237,CHEMBL511142,CHEMBL511142,"['N07BC01', 'N07BC51', 'N02AE01']",BUPRENORPHINE,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,"InChI=1S/C29H41NO4/c1-25(2,3)26(4,32)20-15-27-10-11-29(20,33-5)24-28(27)12-13-30(16-17-6-7-17)21(27)14-18-8-9-19(31)23(34-24)22(18)28/h8-9,17,20-21,24,31-32H,6-7,10-16H2,1-5H3/t20-,21-,24-,26+,27-,28+,29+/m1/s1",RMRJXGBAOAMLHD-CTAPUXPBSA-N,CHEMBL511142,False,True,Homo sapiens,SINGLE PROTEIN,Kappa opioid receptor,P41145,[177],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C29H41NO4/c1-25(2,3)26(4,32)20-15-27-10-11-29(20,33-5)24-28(27)12-13-30(16-17-6-7-17)21(27)14-18-8-9-19(31)23(34-24)22(18)28/h8-9,17,20-21,24,31-32H,6-7,10-16H2,1-5H3"
AGONIST,Mu opioid receptor agonist,CHEMBL1200531,CHEMBL233,CHEMBL634,CHEMBL634,['N01AH02'],ALFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,"InChI=1S/C21H32N6O3/c1-4-19(28)27(18-9-7-6-8-10-18)21(17-30-3)11-13-24(14-12-21)15-16-26-20(29)25(5-2)22-23-26/h6-10H,4-5,11-17H2,1-3H3",IDBPHNDTYPBSNI-UHFFFAOYSA-N,CHEMBL634,False,True,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C21H32N6O3/c1-4-19(28)27(18-9-7-6-8-10-18)21(17-30-3)11-13-24(14-12-21)15-16-26-20(29)25(5-2)22-23-26/h6-10H,4-5,11-17H2,1-3H3"
AGONIST,Mu opioid receptor agonist,CHEMBL1200665,CHEMBL233,CHEMBL1201294,CHEMBL1201294,['A07DA01'],DIPHENOXYLATE,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,"InChI=1S/C30H32N2O2/c1-2-34-28(33)29(25-12-6-3-7-13-25)18-21-32(22-19-29)23-20-30(24-31,26-14-8-4-9-15-26)27-16-10-5-11-17-27/h3-17H,2,18-23H2,1H3",HYPPXZBJBPSRLK-UHFFFAOYSA-N,CHEMBL1201294,True,False,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C30H32N2O2/c1-2-34-28(33)29(25-12-6-3-7-13-25)18-21-32(22-19-29)23-20-30(24-31,26-14-8-4-9-15-26)27-16-10-5-11-17-27/h3-17H,2,18-23H2,1H3"
AGONIST,Mu opioid receptor agonist,CHEMBL1200825,CHEMBL233,CHEMBL651,CHEMBL651,"['N02AC52', 'N07BC02']",METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,"InChI=1S/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3",USSIQXCVUWKGNF-UHFFFAOYSA-N,CHEMBL651,True,True,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C21H27NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17H,5,16H2,1-4H3"
AGONIST,Mu opioid receptor agonist,CHEMBL1201159,CHEMBL233,CHEMBL596,CHEMBL596,"['N02AB03', 'N01AH01', 'N01AH51']",FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,"InChI=1S/C22H28N2O/c1-2-22(25)24(20-11-7-4-8-12-20)21-14-17-23(18-15-21)16-13-19-9-5-3-6-10-19/h3-12,21H,2,13-18H2,1H3",PJMPHNIQZUBGLI-UHFFFAOYSA-N,CHEMBL596,True,True,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C22H28N2O/c1-2-22(25)24(20-11-7-4-8-12-20)21-14-17-23(18-15-21)16-13-19-9-5-3-6-10-19/h3-12,21H,2,13-18H2,1H3"
AGONIST,Mu opioid receptor agonist,CHEMBL1201163,CHEMBL233,CHEMBL658,CHEMBL658,['N01AH03'],SUFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,"InChI=1S/C22H30N2O2S/c1-3-21(25)24(19-8-5-4-6-9-19)22(18-26-2)12-15-23(16-13-22)14-11-20-10-7-17-27-20/h4-10,17H,3,11-16,18H2,1-2H3",GGCSSNBKKAUURC-UHFFFAOYSA-N,CHEMBL658,False,True,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C22H30N2O2S/c1-3-21(25)24(19-8-5-4-6-9-19)22(18-26-2)12-15-23(16-13-22)14-11-20-10-7-17-27-20/h4-10,17H,3,11-16,18H2,1-2H3"
AGONIST,Mu opioid receptor agonist,CHEMBL1201777,CHEMBL233,CHEMBL1201776,CHEMBL1201776,['N02AX06'],TAPENTADOL,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,"InChI=1S/C14H23NO/c1-5-14(11(2)10-15(3)4)12-7-6-8-13(16)9-12/h6-9,11,14,16H,5,10H2,1-4H3/t11-,14+/m0/s1",KWTWDQCKEHXFFR-SMDDNHRTSA-N,CHEMBL1201776,True,False,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C14H23NO/c1-5-14(11(2)10-15(3)4)12-7-6-8-13(16)9-12/h6-9,11,14,16H,5,10H2,1-4H3"
AGONIST,Mu opioid receptor agonist,CHEMBL1237065,CHEMBL233,CHEMBL1237044,CHEMBL1237044,['N02AX02'],TRAMADOL,COc1cccc(C2(O)CCCCC2CN(C)C)c1,"InChI=1S/C16H25NO2/c1-17(2)12-14-7-4-5-10-16(14,18)13-8-6-9-15(11-13)19-3/h6,8-9,11,14,18H,4-5,7,10,12H2,1-3H3",TVYLLZQTGLZFBW-UHFFFAOYSA-N,CHEMBL1237044,True,False,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C16H25NO2/c1-17(2)12-14-7-4-5-10-16(14,18)13-8-6-9-15(11-13)19-3/h6,8-9,11,14,18H,4-5,7,10,12H2,1-3H3"
AGONIST,Mu opioid receptor agonist,CHEMBL1701,CHEMBL233,CHEMBL607,CHEMBL607,"['N02AB52', 'N02AB02', 'N02AB72']",MEPERIDINE,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,"InChI=1S/C15H21NO2/c1-3-18-14(17)15(9-11-16(2)12-10-15)13-7-5-4-6-8-13/h4-8H,3,9-12H2,1-2H3",XADCESSVHJOZHK-UHFFFAOYSA-N,CHEMBL607,True,True,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C15H21NO2/c1-3-18-14(17)15(9-11-16(2)12-10-15)13-7-5-4-6-8-13/h4-8H,3,9-12H2,1-2H3"
AGONIST,Mu opioid receptor agonist,CHEMBL2103744,CHEMBL233,CHEMBL70,CHEMBL70,"['N02AA51', 'A07DA52', 'N02AA01']",MORPHINE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1",BQJCRHHNABKAKU-KBQPJGBKSA-N,CHEMBL70,True,True,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3"
AGONIST,Mu opioid receptor agonist,CHEMBL2159122,CHEMBL233,CHEMBL2159122,CHEMBL2159122,['A07DA06'],ELUXADOLINE,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,"InChI=1S/C32H35N5O5/c1-18-12-23(29(34)38)13-19(2)24(18)15-26(33)31(39)37(17-21-10-11-28(42-4)25(14-21)32(40)41)20(3)30-35-16-27(36-30)22-8-6-5-7-9-22/h5-14,16,20,26H,15,17,33H2,1-4H3,(H2,34,38)(H,35,36)(H,40,41)/t20-,26-/m0/s1",QFNHIDANIVGXPE-FNZWTVRRSA-N,CHEMBL2159122,True,False,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C32H35N5O5/c1-18-12-23(29(34)38)13-19(2)24(18)15-26(33)31(39)37(17-21-10-11-28(42-4)25(14-21)32(40)41)20(3)30-35-16-27(36-30)22-8-6-5-7-9-22/h5-14,16,20,26H,15,17,33H2,1-4H3,(H2,34,38)(H,35,36)(H,40,41)"
AGONIST,Mu opioid receptor agonist,CHEMBL2368861,CHEMBL233,CHEMBL511142,CHEMBL511142,"['N07BC01', 'N07BC51', 'N02AE01']",BUPRENORPHINE,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,"InChI=1S/C29H41NO4/c1-25(2,3)26(4,32)20-15-27-10-11-29(20,33-5)24-28(27)12-13-30(16-17-6-7-17)21(27)14-18-8-9-19(31)23(34-24)22(18)28/h8-9,17,20-21,24,31-32H,6-7,10-16H2,1-5H3/t20-,21-,24-,26+,27-,28+,29+/m1/s1",RMRJXGBAOAMLHD-CTAPUXPBSA-N,CHEMBL511142,False,True,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C29H41NO4/c1-25(2,3)26(4,32)20-15-27-10-11-29(20,33-5)24-28(27)12-13-30(16-17-6-7-17)21(27)14-18-8-9-19(31)23(34-24)22(18)28/h8-9,17,20-21,24,31-32H,6-7,10-16H2,1-5H3"
AGONIST,Mu opioid receptor agonist,CHEMBL2443262,CHEMBL233,CHEMBL2443262,CHEMBL2443262,['N02AX07'],OLICERIDINE,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,"InChI=1S/C22H30N2O2S/c1-25-18-7-15-27-19(18)16-23-13-10-21(20-6-2-5-12-24-20)11-14-26-22(17-21)8-3-4-9-22/h2,5-7,12,15,23H,3-4,8-11,13-14,16-17H2,1H3/t21-/m1/s1",DMNOVGJWPASQDL-OAQYLSRUSA-N,CHEMBL2443262,False,True,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C22H30N2O2S/c1-25-18-7-15-27-19(18)16-23-13-10-21(20-6-2-5-12-24-20)11-14-26-22(17-21)8-3-4-9-22/h2,5-7,12,15,23H,3-4,8-11,13-14,16-17H2,1H3"
AGONIST,Mu opioid receptor agonist,CHEMBL3989768,CHEMBL233,CHEMBL592,CHEMBL592,[],LEVORPHANOL,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,"InChI=1S/C17H23NO/c1-18-9-8-17-7-3-2-4-14(17)16(18)10-12-5-6-13(19)11-15(12)17/h5-6,11,14,16,19H,2-4,7-10H2,1H3/t14-,16+,17+/m0/s1",JAQUASYNZVUNQP-USXIJHARSA-N,CHEMBL592,True,True,Homo sapiens,SINGLE PROTEIN,Mu opioid receptor,P35372,[349],[479],['Membrane receptor'],['Family A G protein-coupled receptor'],['Peptide receptor (family A GPCR)'],['Short peptide receptor (family A GPCR)'],['Opioid receptor'],"InChI=1S/C17H23NO/c1-18-9-8-17-7-3-2-4-14(17)16(18)10-12-5-6-13(19)11-15(12)17/h5-6,11,14,16,19H,2-4,7-10H2,1H3"
AGONIST,Muscarinic acetylcholine receptor M1 agonist,CHEMBL1200330,CHEMBL216,CHEMBL550,CHEMBL550,"['N07AX01', 'S01EB01', 'S01EB51']",PILOCARPINE,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,"InChI=1S/C11H16N2O2/c1-3-10-8(6-15-11(10)14)4-9-5-12-7-13(9)2/h5,7-8,10H,3-4,6H2,1-2H3/t8-,10-/m0/s1",QCHFTSOMWOSFHM-WPRPVWTQSA-N,CHEMBL550,True,False,Homo sapiens,SINGLE PROTEIN,Muscarinic acetylcholine receptor M1,P11229,[170],[559],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Acetylcholine receptor'],"InChI=1S/C11H16N2O2/c1-3-10-8(6-15-11(10)14)4-9-5-12-7-13(9)2/h5,7-8,10H,3-4,6H2,1-2H3"
AGONIST,Muscarinic acetylcholine receptor M3 agonist,CHEMBL550,CHEMBL245,CHEMBL550,CHEMBL550,"['N07AX01', 'S01EB01', 'S01EB51']",PILOCARPINE,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,"InChI=1S/C11H16N2O2/c1-3-10-8(6-15-11(10)14)4-9-5-12-7-13(9)2/h5,7-8,10H,3-4,6H2,1-2H3/t8-,10-/m0/s1",QCHFTSOMWOSFHM-WPRPVWTQSA-N,CHEMBL550,True,False,Homo sapiens,SINGLE PROTEIN,Muscarinic acetylcholine receptor M3,P20309,[69],[559],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Acetylcholine receptor'],"InChI=1S/C11H16N2O2/c1-3-10-8(6-15-11(10)14)4-9-5-12-7-13(9)2/h5,7-8,10H,3-4,6H2,1-2H3"
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL1201745,CHEMBL239,CHEMBL981,CHEMBL981,[],FENOFIBRIC ACID,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,"InChI=1S/C17H15ClO4/c1-17(2,16(20)21)22-14-9-5-12(6-10-14)15(19)11-3-7-13(18)8-4-11/h3-10H,1-2H3,(H,20,21)",MQOBSOSZFYZQOK-UHFFFAOYSA-N,CHEMBL981,True,False,Homo sapiens,SINGLE PROTEIN,Peroxisome proliferator-activated receptor alpha,Q07869,[245],[357],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 1'],['Nuclear hormone receptor subfamily 1 group C'],['Nuclear hormone receptor subfamily 1 group C member 1'],"InChI=1S/C17H15ClO4/c1-17(2,16(20)21)22-14-9-5-12(6-10-14)15(19)11-3-7-13(18)8-4-11/h3-10H,1-2H3,(H,20,21)"
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL457,CHEMBL239,CHEMBL457,CHEMBL457,['C10AB04'],GEMFIBROZIL,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",HEMJJKBWTPKOJG-UHFFFAOYSA-N,CHEMBL457,True,False,Homo sapiens,SINGLE PROTEIN,Peroxisome proliferator-activated receptor alpha,Q07869,[245],[357],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 1'],['Nuclear hormone receptor subfamily 1 group C'],['Nuclear hormone receptor subfamily 1 group C member 1'],"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)"
AGONIST,Peroxisome proliferator-activated receptor alpha agonist,CHEMBL557555,CHEMBL239,CHEMBL557555,CHEMBL557555,['C10AB08'],CIPROFIBRATE,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,"InChI=1S/C13H14Cl2O3/c1-12(2,11(16)17)18-9-5-3-8(4-6-9)10-7-13(10,14)15/h3-6,10H,7H2,1-2H3,(H,16,17)",KPSRODZRAIWAKH-UHFFFAOYSA-N,CHEMBL557555,True,False,Homo sapiens,SINGLE PROTEIN,Peroxisome proliferator-activated receptor alpha,Q07869,[245],[357],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 1'],['Nuclear hormone receptor subfamily 1 group C'],['Nuclear hormone receptor subfamily 1 group C member 1'],"InChI=1S/C13H14Cl2O3/c1-12(2,11(16)17)18-9-5-3-8(4-6-9)10-7-13(10,14)15/h3-6,10H,7H2,1-2H3,(H,16,17)"
AGONIST,Progesterone receptor agonist,CHEMBL1479,CHEMBL208,CHEMBL1479,CHEMBL1479,['G03XA01'],DANAZOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,"InChI=1S/C22H27NO2/c1-4-22(24)10-8-18-16-6-5-15-11-19-14(13-23-25-19)12-20(15,2)17(16)7-9-21(18,22)3/h1,11,13,16-18,24H,5-10,12H2,2-3H3/t16-,17+,18+,20+,21+,22+/m1/s1",POZRVZJJTULAOH-LHZXLZLDSA-N,CHEMBL1479,True,False,Homo sapiens,SINGLE PROTEIN,Progesterone receptor,P06401,[4847],[377],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 3'],['Nuclear hormone receptor subfamily 3 group C'],['Nuclear hormone receptor subfamily 3 group C member 3'],"InChI=1S/C22H27NO2/c1-4-22(24)10-8-18-16-6-5-15-11-19-14(13-23-25-19)12-20(15,2)17(16)7-9-21(18,22)3/h1,11,13,16-18,24H,5-10,12H2,2-3H3"
AGONIST,Progesterone receptor agonist,CHEMBL1509,CHEMBL208,CHEMBL1509,CHEMBL1509,['G03AC10'],DROSPIRENONE,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,"InChI=1S/C24H30O3/c1-22-6-3-12(25)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(26)27-24/h9,13-16,18,20-21H,3-8,10-11H2,1-2H3/t13-,14+,15-,16+,18+,20-,21+,22-,23+,24+/m1/s1",METQSPRSQINEEU-HXCATZOESA-N,CHEMBL1509,True,False,Homo sapiens,SINGLE PROTEIN,Progesterone receptor,P06401,[4847],[377],['Transcription factor'],['Nuclear receptor'],['Nuclear hormone receptor subfamily 3'],['Nuclear hormone receptor subfamily 3 group C'],['Nuclear hormone receptor subfamily 3 group C member 3'],"InChI=1S/C24H30O3/c1-22-6-3-12(25)9-17(22)13-10-14(13)20-16(22)4-7-23(2)21(20)15-11-18(15)24(23)8-5-19(26)27-24/h9,13-16,18,20-21H,3-8,10-11H2,1-2H3"
AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL2107387,CHEMBL214,CHEMBL2104993,CHEMBL2104993,['N06AX26'],VORTIOXETINE,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,"InChI=1S/C18H22N2S/c1-14-7-8-17(15(2)13-14)21-18-6-4-3-5-16(18)20-11-9-19-10-12-20/h3-8,13,19H,9-12H2,1-2H3",YQNWZWMKLDQSAC-UHFFFAOYSA-N,CHEMBL2104993,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin 1a (5-HT1a) receptor,P08908,[266],[542],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Serotonin receptor'],"InChI=1S/C18H22N2S/c1-14-7-8-17(15(2)13-14)21-18-6-4-3-5-16(18)20-11-9-19-10-12-20/h3-8,13,19H,9-12H2,1-2H3"
AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL284092,CHEMBL214,CHEMBL284092,CHEMBL284092,['N06AX19'],GEPIRONE,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,"InChI=1S/C19H29N5O2/c1-19(2)14-16(25)24(17(26)15-19)9-4-3-8-22-10-12-23(13-11-22)18-20-6-5-7-21-18/h5-7H,3-4,8-15H2,1-2H3",QOIGKGMMAGJZNZ-UHFFFAOYSA-N,CHEMBL284092,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin 1a (5-HT1a) receptor,P08908,[266],[542],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Serotonin receptor'],"InChI=1S/C19H29N5O2/c1-19(2)14-16(25)24(17(26)15-19)9-4-3-8-22-10-12-23(13-11-22)18-20-6-5-7-21-18/h5-7H,3-4,8-15H2,1-2H3"
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1185,CHEMBL1898,CHEMBL1185,CHEMBL1185,['N02CC03'],ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,"InChI=1S/C16H21N3O2/c1-19(2)6-5-12-9-17-15-4-3-11(8-14(12)15)7-13-10-21-16(20)18-13/h3-4,8-9,13,17H,5-7,10H2,1-2H3,(H,18,20)/t13-/m0/s1",ULSDMUVEXKOYBU-ZDUSSCGKSA-N,CHEMBL1185,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin 1b (5-HT1b) receptor,P28222,[212],[542],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Serotonin receptor'],"InChI=1S/C16H21N3O2/c1-19(2)6-5-12-9-17-15-4-3-11(8-14(12)15)7-13-10-21-16(20)18-13/h3-4,8-9,13,17H,5-7,10H2,1-2H3,(H,18,20)"
AGONIST,Serotonin 1b (5-HT1b) receptor agonist,CHEMBL1200521,CHEMBL1898,CHEMBL1505,CHEMBL1505,['N02CC05'],ALMOTRIPTAN,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,"InChI=1S/C17H25N3O2S/c1-19(2)10-7-15-12-18-17-6-5-14(11-16(15)17)13-23(21,22)20-8-3-4-9-20/h5-6,11-12,18H,3-4,7-10,13H2,1-2H3",WKEMJKQOLOHJLZ-UHFFFAOYSA-N,CHEMBL1505,True,False,Homo sapiens,SINGLE PROTEIN,Serotonin 1b (5-HT1b) receptor,P28222,[212],[542],['Membrane receptor'],['Family A G protein-coupled receptor'],['Small molecule receptor (family A GPCR)'],['Monoamine receptor'],['Serotonin receptor'],"InChI=1S/C17H25N3O2S/c1-19(2)10-7-15-12-18-17-6-5-14(11-16(15)17)13-23(21,22)20-8-3-4-9-20/h5-6,11-12,18H,3-4,7-10,13H2,1-2H3"
